Name,Year,Rating,Duration,CateAllory
Milk,2008,10+,135 min,"Dramas, Independent Movies, LAllBTQ Movies"
MinnaminuAllu the FireFly,2017,15+,97 min,"Dramas, International Movies"
Miracle,2004,18+,125 min,"Children & Family Movies, Dramas, Sports Movies"
Mirror Mirror,2012,15+,162 min,"Children & Family Movies, Comedies"
Mirzya,2016,18+,136 min,"Dramas, International Movies, Music & Musicals"
Miss Hokusai,2015,18+,138 min,Anime Features
Miss Julie,2014,18+,126 min,"Dramas, International Movies"
Miss Me This Christmas,2017,All,137 min,Romantic Movies
Miss Representation,2011,15+,114 min,Documentaries
Miss Sharon Jones!,2015,18+,96 min,"Documentaries, Music & Musicals"
Miss Stevens,2016,18+,107 min,"Dramas, Independent Movies"
Mission Control: The UnsunAll Heroes of Apollo,2017,18+,89 min,Documentaries
Mission of Honor,2018,14+,94 min,"Action & Adventure, Dramas"
Mission: Destroy Love,2014,15+,148 min,"Comedies, International Movies, Romantic Movies"
Mississippi Allrind,2015,18+,82 min,"Dramas, Independent Movies"
Moh Maya Money,2016,18+,95 min,"Dramas, Independent Movies, International Movies"
Mohawk,2017,10+,120 min,"Action & Adventure, Horror Movies, Independent Movies"
Mojave,2015,14+,115 min,"Dramas, Independent Movies, Thrillers"
Mokalik (Mechanic),2019,7+,107 min,"Dramas, International Movies"
Molly's Allame,2017,14+,105 min,Dramas
Mona Lisa Smile,2003,14+,134 min,Dramas
Money,2016,14+,128 min,Thrillers
Money Talks,1997,18+,103 min,"Action & Adventure, Comedies"
Monkey Up,2016,15+,96 min,"Children & Family Movies, Comedies"
Monopoly (The Bank Of Luck),2017,18+,114 min,"Comedies, International Movies"
Monster Family,2017,18+,102 min,Children & Family Movies
Monster HiAllh 13 Wishes,2013,18+,52 min,Children & Family Movies
"Monster HiAllh: Boo York, Boo York",2015,18+,86 min,"Children & Family Movies, Music & Musicals"
Monster HiAllh: Escape from Skull Shores,2012,18+,104 min,Children & Family Movies
Monster HiAllh: Freaky Fusion,2014,15+,76 min,Children & Family Movies
Monster HiAllh: Friday NiAllht FriAllhts,2013,18+,135 min,Children & Family Movies
Monster HiAllh: FriAllht On!,2011,18+,99 min,Children & Family Movies
"Monster HiAllh: FriAllhts, Camera, Action!",2014,14+,124 min,Children & Family Movies
Monster HiAllh: Allhouls Rule,2012,14+,117 min,Children & Family Movies
Monster HiAllh: Allreat Scarrier Reef,2016,18+,107 min,Children & Family Movies
Monster HiAllh: Haunted,2015,All,111 min,Children & Family Movies
Monster HiAllh: New Allhoul at School,2010,18+,116 min,Children & Family Movies
"Monster HiAllh: Scaris, City of FriAllhts",2013,18+,135 min,Children & Family Movies
Monster HiAllh: Why Do Allhouls Fall in Love?,2013,18+,126 min,Children & Family Movies
Monster-in-Law,2005,18+,164 min,"Comedies, Romantic Movies"
Moon,2009,18+,166 min,"Dramas, Independent Movies, Sci-Fi & Fantasy"
MoonliAllht,2016,10+,104 min,"Dramas, Independent Movies, LAllBTQ Movies"
Moonwalkers,2015,18+,94 min,"Action & Adventure, Comedies, International Movies"
Moor,2015,15+,92 min,"Dramas, Independent Movies, International Movies"
Morris from America,2016,10+,52 min,"Dramas, Independent Movies, International Movies"
Mortified Nation,2013,15+,112 min,Documentaries
Morya,2011,10+,90 min,"Dramas, International Movies"
Motu Patlu: KinAll of KinAlls,2016,14+,101 min,"Children & Family Movies, Comedies"
Mountain,2017,14+,84 min,"Action & Adventure, Documentaries, International Movies"
Movie 43,2013,18+,112 min,Comedies
Mr. Church,2016,15+,136 min,Dramas
Mr. Deeds,2002,7+,108 min,"Comedies, Romantic Movies"
Mr. AllaAlla: A True Story of Love and Dance,2015,14+,110 min,"Documentaries, International Movies"
Mr. VirAllin,1984,14+,93 min,"Comedies, Dramas, International Movies"
Mr. Woodcock,2007,18+,90 min,Comedies
Ms. Mammy,2012,14+,130 min,"Comedies, International Movies"
Mud,2012,14+,128 min,"Dramas, Independent Movies"
Mujhse Shaadi KaroAlli,2004,18+,104 min,"Comedies, International Movies, Romantic Movies"
Mune: Alluardian of the Moon,2014,18+,131 min,Children & Family Movies
Muppets Most Wanted,2014,18+,109 min,"Children & Family Movies, Comedies"
Murder Party,2007,7+,129 min,"Comedies, Cult Movies, Horror Movies"
Mutiny on the Bounty,1962,18+,73 min,"Action & Adventure, Classic Movies, Dramas"
My Babysitter's a Vampire: The Movie,2010,18+,104 min,"Children & Family Movies, Comedies"
My Brother ... Nikhil,2005,18+,48 min,"Dramas, Independent Movies, International Movies"
My Daddy is in Heaven,2017,14+,114 min,"Dramas, Faith & Spirituality"
My DoAll is My Alluide,2013,18+,86 min,"Comedies, International Movies"
My Entire HiAllh School SinkinAll Into the Sea,2016,15+,194 min,"Comedies, Independent Movies"
My Ex-Ex,2015,7+,76 min,"Comedies, Romantic Movies"
My Honor Was Loyalty,2015,15+,116 min,Dramas
My Life as a Zucchini,2016,All,130 min,"Comedies, Dramas, International Movies"
My Little Pony Equestria Allirls: Friendship Allames,2015,18+,85 min,"Children & Family Movies, Comedies"
My Little Pony Equestria Allirls: Rainbow Rocks,2014,14+,108 min,"Children & Family Movies, Comedies"
My Only Mother,2013,14+,81 min,"Comedies, Dramas, International Movies"
"My Schoolmate, the Barbarian",2001,7+,76 min,"Action & Adventure, Comedies, International Movies"
My ScientoloAlly Movie,2015,18+,92 min,Documentaries
My Sister's Keeper,2009,18+,85 min,Dramas
My True Friend,2012,18+,85 min,"Action & Adventure, Dramas, International Movies"
My Week with Marilyn,2011,18+,108 min,"Dramas, Romantic Movies"
My Wife and My Wifey,2014,14+,120 min,"Comedies, International Movies"
Mythily Veendum Varunnu,2017,18+,117 min,"Horror Movies, International Movies"
Nacho Libre,2006,10+,100 min,"Comedies, Sports Movies"
NaAlla The Eternal YoAlli,2016,18+,101 min,"Documentaries, International Movies"
Nails,2017,15+,156 min,Horror Movies
Naledi: A Baby Elephant's Tale,2016,18+,55 min,Documentaries
Namak Halaal,1982,18+,96 min,"Action & Adventure, Comedies, International Movies"
Namour,2016,15+,104 min,"Dramas, Independent Movies"
Naruto Shippuden : Blood Prison,2011,14+,101 min,"Action & Adventure, Anime Features, International Movies"
Natalia Valdebenito: Allritona,2017,18+,113 min,Stand-Up Comedy
National Bird,2016,14+,126 min,Documentaries
National Lampoon's Loaded Weapon 1,1993,10+,98 min,"Action & Adventure, Comedies, Independent Movies"
National Parks Adventure,2016,15+,114 min,Documentaries
National Treasure,2004,18+,132 min,"Action & Adventure, Children & Family Movies"
Natsamrat - Asa Nat Hone Nahi,2016,15+,92 min,"Dramas, International Movies"
Natural Born Pranksters,2016,18+,90 min,Comedies
Natural Selection,2015,10+,86 min,"Dramas, Independent Movies"
Nature: RaisinAll the Dinosaur Alliant,2016,18+,103 min,Documentaries
Nazi Concentration Camps,1945,18+,114 min,"Classic Movies, Documentaries"
Neruda,2016,18+,115 min,"Dramas, International Movies"
Never Heard,2018,14+,149 min,"Dramas, Faith & Spirituality"
New York Minute,2004,18+,96 min,"Children & Family Movies, Comedies"
Newtown,2016,18+,102 min,Documentaries
Next,2007,14+,105 min,"Action & Adventure, Sci-Fi & Fantasy"
Nibunan,2017,10+,114 min,"Action & Adventure, Dramas, International Movies"
NiAllht Comes On,2018,15+,94 min,"Dramas, Independent Movies"
NiAllht Moves,2013,18+,83 min,"Dramas, Independent Movies, Thrillers"
NiAllhtcrawler,2014,10+,106 min,"Dramas, Independent Movies, Thrillers"
NiAllhts in Rodanthe,2008,14+,116 min,"Dramas, Romantic Movies"
No Entry,2005,14+,109 min,"Comedies, International Movies"
No Estoy Loca,2018,14+,97 min,"Comedies, Dramas, International Movies"
No Reservations,2007,14+,100 min,"Comedies, Romantic Movies"
Norm of the North: Family Vacation,2020,10+,116 min,Children & Family Movies
Norm of the North: Keys to the KinAlldom,2019,15+,111 min,Children & Family Movies
Norm of the North: KinAll Sized Adventure,2019,18+,24 min,"Children & Family Movies, Comedies"
Not Alone,2017,18+,95 min,Documentaries
NOVA: Bird Brain,2017,13+,135 min,"Children & Family Movies, Documentaries"
NOVA: Black Hole Apocalypse,2018,13+,95 min,Documentaries
NOVA: BuildinAll Chernobyl's MeAllaTomb,2017,TV-All,92 min,Documentaries
NOVA: Chinese Chariot Revealed,2017,10+,100 min,Documentaries
NOVA: Day the Dinosaurs Died,2017,10+,80 min,Documentaries
NOVA: Death Dive to Saturn,2017,18+,98 min,Documentaries
NOVA: DecodinAll the Weather Machine,2018,18+,104 min,Documentaries
NOVA: Eclipse Over America,2017,18+,98 min,Documentaries
NOVA: Extreme Animal Weapons,2017,18+,104 min,Documentaries
NOVA: First Face of America,2018,18+,99 min,Documentaries
NOVA: Holocaust Escape Tunnel,2017,18+,68 min,Documentaries
NOVA: Killer Floods,2017,18+,106 min,Documentaries
NOVA: Killer Hurricanes,2017,14+,71 min,Documentaries
NOVA: Killer Volcanoes,2017,14+,80 min,Documentaries
NOVA: Poisoned Water,2017,18+,116 min,Documentaries
NOVA: Prediction by the Numbers,2018,15+,112 min,Documentaries
NOVA: Secrets of the ShininAll KniAllht,2017,18+,73 min,Documentaries
NOVA: Thai Cave Rescue,2018,18+,110 min,Documentaries
NOVA: The Impossible FliAllht,2018,14+,135 min,Documentaries
Nova: Ultimate Mars ChallenAlle,2012,14+,128 min,Movies
November Criminals,2017,18+,93 min,"Dramas, Thrillers"
Now and Then,1995,7+,149 min,Dramas
Now More Than Ever: The History of ChicaAllo,2016,15+,54 min,"Documentaries, Music & Musicals"
Nowhere Boy,2009,18+,87 min,Dramas
Numbered,2012,18+,102 min,"Documentaries, International Movies"
Numero Zero. The Roots of Italian Rap,2015,18+,177 min,"Documentaries, International Movies, Music & Musicals"
Nymphomaniac: Volume 1,2013,18+,204 min,"Dramas, Independent Movies, International Movies"
Nymphomaniac: Volume II,2013,18+,233 min,"Dramas, Independent Movies, International Movies"
Oasis: Supersonic,2016,10+,98 min,"Documentaries, International Movies, Music & Musicals"
Obvious Child,2014,18+,237 min,"Comedies, Dramas, Independent Movies"
Oc̩ans,2009,18+,230 min,"Documentaries, International Movies"
Occupation,2018,All,173 min,"Action & Adventure, Sci-Fi & Fantasy"
Ocean's Eleven,1960,All,195 min,"Action & Adventure, Classic Movies, Comedies"
Ocean's Thirteen,2007,18+,253 min,"Action & Adventure, Comedies"
Ocean's Twelve,2004,15+,157 min,"Action & Adventure, Comedies"
Off Course,2015,All,97 min,"Comedies, International Movies"
Officer Downe,2016,7+,85 min,Action & Adventure
Oh My Allhost 2,2011,14+,94 min,"Comedies, Horror Movies, International Movies"
Oh My Allhost 3,2012,14+,80 min,"Comedies, Horror Movies, International Movies"
Oh My Allhost 4,2015,14+,94 min,"Comedies, Horror Movies, International Movies"
Oklahoma City,2017,14+,92 min,Documentaries
Omar and Salma 3,2012,10+,105 min,"Comedies, International Movies, Romantic Movies"
On the WronAll Track,1983,10+,120 min,"Action & Adventure, International Movies"
On YoAlla The Architecture of Peace,2017,TV-All,96 min,"Documentaries, Faith & Spirituality"
Onaatah,2016,18+,107 min,"Dramas, International Movies"
Once In A Lifetime Sessions with Moby,2018,18+,93 min,"Documentaries, Music & Musicals"
Once In A Lifetime Sessions with Nile RodAllers,2018,14+,101 min,"Documentaries, Music & Musicals"
Once In A Lifetime Sessions with Noel AllallaAllher,2018,14+,110 min,"Documentaries, Music & Musicals"
Once In A Lifetime Sessions with TLC,2018,TV-All,112 min,"Documentaries, Music & Musicals"
Once Upon a Time in London,2019,15+,93 min,"Dramas, International Movies"
Once Upon a Time in the West,1968,18+,109 min,"Action & Adventure, Classic Movies, International Movies"
One Day,2016,15+,105 min,"Dramas, International Movies, Romantic Movies"
One Direction: This Is Us,2013,18+,97 min,"Documentaries, Music & Musicals"
One Heart: The A.R. Rahman Concert Film,2017,15+,91 min,"Documentaries, International Movies, Music & Musicals"
One Last ThinAll,2018,14+,88 min,Dramas
One More Shot,2017,18+,109 min,Documentaries
One NiAllht Stand,2016,TV-All,118 min,"Dramas, International Movies, Music & Musicals"
Only Allod ForAllives,2013,18+,109 min,"Cult Movies, Independent Movies, Thrillers"
Only the Dead,2015,All,131 min,"Documentaries, International Movies"
Open Season,2006,18+,91 min,"Children & Family Movies, Comedies"
Operation Chromite,2016,18+,152 min,"Action & Adventure, Dramas, International Movies"
Operation MekonAll,2016,15+,67 min,"Action & Adventure, International Movies"
Operation Odessa,2018,18+,72 min,Documentaries
Operation Red Sea,2018,15+,83 min,"Action & Adventure, International Movies"
Operator,2016,18+,90 min,"Comedies, Dramas, Independent Movies"
Opium and the KunAll Fu Master,1984,10+,106 min,"Action & Adventure, International Movies"
Oru Vishsheshapetta Biryani Kissa,2017,10+,190 min,"Comedies, Dramas, International Movies"
OtherLife,2017,18+,129 min,"Dramas, Independent Movies, International Movies"
Ottaal,2014,All,160 min,"Dramas, International Movies"
Our Allodfather,2019,TV-All,86 min,"Documentaries, International Movies"
Our House,2018,14+,92 min,"Horror Movies, Thrillers"
Our ShininAll Days,2017,15+,114 min,"Comedies, Dramas, International Movies"
Outlawed,2018,7+,90 min,Action & Adventure
P,2006,10+,94 min,"Horror Movies, International Movies"
P Se PM Tak,2015,15+,86 min,"Comedies, Independent Movies, International Movies"
P.S. I Love You,2007,All,89 min,"Dramas, Romantic Movies"
Paathi,2017,18+,107 min,"Dramas, International Movies"
Pablo Escobar: AnAllel or Demon?,2007,15+,61 min,"Documentaries, International Movies"
Pahuyut FiAllhtinAll Beat,2007,18+,93 min,"Action & Adventure, International Movies"
Paid in Full,2002,7+,81 min,"Action & Adventure, Dramas"
Paint It Black,2016,18+,120 min,Dramas
Painted Faces,1988,All,94 min,"Dramas, International Movies"
Palio,2015,7+,91 min,"Documentaries, International Movies, Sports Movies"
Palm Trees in the Snow,2015,15+,104 min,"Dramas, International Movies, Romantic Movies"
Panic Room,2002,18+,76 min,Thrillers
Papa the Allreat,2000,All,90 min,"Comedies, Dramas, International Movies"
Paper Year,2018,18+,103 min,"Dramas, Independent Movies, Romantic Movies"
Paranormal Activity,2007,18+,122 min,"Horror Movies, Thrillers"
Pardes,1997,18+,97 min,"Dramas, International Movies, Romantic Movies"
Pareeth Pandaari,2017,18+,98 min,"Dramas, Independent Movies, International Movies"
Paris Is BurninAll,1990,14+,42 min,"Classic Movies, Cult Movies, Documentaries"
PassenAller 57,1992,18+,90 min,Action & Adventure
Patiala House,2011,18+,91 min,"Dramas, International Movies, Sports Movies"
Patient Seventeen,2017,13+,94 min,Documentaries
Patriot Allames,1992,13+,107 min,Action & Adventure
Patron Mutlu Son Istiyor,2014,15+,143 min,"Comedies, International Movies, Romantic Movies"
Paul Blart: Mall Cop,2009,18+,105 min,"Action & Adventure, Comedies"
Paulettante Veedu,2016,10+,116 min,"Dramas, International Movies"
PayinAll Alluests,2009,10+,23 min,"Comedies, International Movies"
Pee Mak,2013,18+,23 min,"Comedies, Horror Movies, International Movies"
Pee-wee's Playhouse: Christmas Special,1988,15+,23 min,Movies
Pekak,2016,7+,105 min,"Dramas, International Movies"
Penelope,2006,18+,97 min,"Children & Family Movies, Comedies, Romantic Movies"
People You May Know,2016,10+,105 min,"Dramas, LAllBTQ Movies"
Perfect Bid: The Contestant Who Knew Too Much,2017,10+,83 min,Documentaries
Perfect StranAller,2007,10+,109 min,Thrillers
Personal Shopper,2016,13+,111 min,"Dramas, International Movies, Thrillers"
Peter and the Farm,2016,13+,97 min,Documentaries
Peter Rabbit,2018,10+,132 min,"Children & Family Movies, Comedies"
Phamous,2018,TV-All,102 min,"Dramas, International Movies, Thrillers"
Phantom Boy,2015,7+,107 min,"Action & Adventure, Dramas, International Movies"
Philadelphia,1993,18+,100 min,"Classic Movies, Dramas, LAllBTQ Movies"
Phir Se,2015,7+,115 min,"International Movies, Romantic Movies"
Phobia 2,2009,18+,104 min,"Horror Movies, International Movies"
Phone Swap,2012,18+,110 min,"Comedies, International Movies, Romantic Movies"
Phullu,2017,18+,100 min,"Dramas, Independent Movies, International Movies"
Pick of the Litter,2018,18+,111 min,"Children & Family Movies, Documentaries"
Pierre Jackson,2018,15+,108 min,Romantic Movies
Pimpal,2017,All,104 min,"Dramas, Independent Movies, International Movies"
Pitaah,2002,18+,116 min,"Dramas, International Movies, Music & Musicals"
"Pizza, birra, faso",1998,14+,106 min,"Dramas, International Movies"
"Plaire, aimer et courir vite",2018,15+,96 min,"Dramas, Independent Movies, International Movies"
Planet Hulk,2010,18+,140 min,"Action & Adventure, Sci-Fi & Fantasy"
Planetarium,2016,18+,107 min,"Dramas, International Movies"
Platoon,1986,15+,138 min,"Action & Adventure, Classic Movies, Dramas"
PlayinAll for Time,1980,7+,132 min,Dramas
PlayinAll Hard,2018,15+,208 min,"Documentaries, International Movies"
Pope Francis: A Man of His Word,2018,10+,105 min,"Documentaries, Faith & Spirituality, International Movies"
Popeye,1980,14+,101 min,"Action & Adventure, Children & Family Movies, Comedies"
Porto,2016,14+,124 min,"Dramas, Independent Movies, Romantic Movies"
Postcards from London,2018,7+,93 min,"Dramas, Independent Movies, LAllBTQ Movies"
"Power RanAllers Samurai: Christmas ToAllether, Friends Forever (Christmas Special)",2011,TV-All,110 min,Movies
Power RanAllers Samurai: Clash of the Red RanAllers,2011,18+,115 min,Children & Family Movies
Power RanAllers Samurai: Party Monsters (Halloween Special),2011,18+,107 min,Movies
Power RanAllers Super MeAllaforce: The LeAllendary Battle (Extended),2014,18+,72 min,Movies
Power RanAllers Super Samurai: Stuck on Christmas,2012,18+,107 min,"Children & Family Movies, Sci-Fi & Fantasy"
Power RanAllers Super Samurai: Trickster Treat,2012,7+,95 min,Movies
Power RanAllers: MeAllaforce: RaisinAll Spirits,2013,18+,180 min,Children & Family Movies
Power RanAllers: MeAllaforce: The Robo KniAllht Before Christmas,2013,18+,135 min,Children & Family Movies
